Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
0.24,9.06,92.46,286,1109.51,16.42
0.23,8.7,93.99,282.15,1127.87,16.63
0.23,8.45,95.26,280.84,1143.12,16.5
0.23,8.11,96.84,276.66,1162.13,16.49
0.23,7.88,90.67,283.04,1178.69,16.48
0.23,7.69,92.07,291.49,1196.89,16.32
0.23,7.48,93.48,278.21,1215.25,17.04
0.23,7.3,94.8,298.84,1232.46,17.12
0.23,7.15,96.28,266.6,1251.64,17.06
0.23,7,97.53,269.68,1267.87,16.18
0.23,6.83,99.13,300.63,1288.69,15.79
0.23,6.71,100.5,287.33,1306.56,15.74
0.23,6.61,102.04,272.83,1326.56,16.75
0.23,6.51,95.85,286.58,1341.97,17.09
0.23,6.38,97.25,285.09,1361.48,16.35
0.23,6.32,98.36,278,1377.05,16.18
0.23,6.17,99.61,274.94,1394.59,16.2
0.23,6.13,101.08,283.71,1415.08,15.84
0.23,6.08,102.15,265.7,1430.16,16.43
0.22,6.03,103.51,279.96,1449.18,16.18
0.22,5.98,104.8,302.04,1467.21,16.78
0.22,5.97,106.08,276.1,1485.08,17.17
0.22,5.96,107.27,265.36,1501.8,16.85
0.22,5.86,101.66,289.16,1524.92,16.33
0.22,5.85,102.73,283.71,1540.98,16.58
0.22,5.85,103.84,271.59,1557.54,17.05
0.22,5.82,104.97,273.95,1574.59,15.87
0.22,5.75,106.33,271.24,1594.92,16.92
0.21,5.7,107.5,281.53,1612.46,16.86
0.21,5.69,108.46,276.23,1626.89,16.21
0.21,5.67,109.76,271.73,1646.39,16.17
0.21,5.66,110.87,279.94,1663.12,16
0.21,5.66,105.07,291.5,1681.15,16.16
0.21,5.65,105.96,282.1,1695.41,17.18
0.21,5.6,107.23,273.28,1715.74,16.41
0.21,5.62,108.31,294,1732.95,16.45
0.21,5.6,109.49,279.31,1751.8,15.71
0.18,5.61,110.49,284.86,1767.87,16.25
0.18,5.62,111.61,277.93,1785.74,16.39
0.18,5.59,112.76,269.63,1804.1,16.02
0.18,5.59,113.71,288.64,1819.34,16.65
0.18,5.58,108.14,271.65,1838.36,17.01
0.18,5.59,109.03,278.11,1853.44,16.08
0.18,5.52,110.14,283.15,1872.46,16.41
0.18,5.53,111.14,288.33,1889.34,16.34
0.18,5.53,112.27,279.98,1908.53,15.93
0.16,5.57,113.27,287.7,1925.57,16.97
0.16,5.6,114.49,295.78,1946.39,15.46
0.16,5.6,115.87,273.89,1969.84,16.3
0.16,5.59,110.69,275.33,1992.46,16.23
0.16,5.56,112.05,275.86,2016.89,15.81
0.16,5.57,113.5,276.96,2042.95,16.19
0.16,5.65,115.03,280.99,2070.49,16.17
0.15,5.66,116.66,279.4,2099.84,16.09
0.15,5.59,118.24,277.89,2128.36,16.33
0.15,5.6,118.86,274.29,2139.51,16.42
0.15,5.62,113.63,281.39,2159.02,16.04
0.15,5.57,114.73,323.28,2179.84,16.77
0.15,5.63,115.65,272.05,2197.38,16.83
0.15,5.64,116.47,271.48,2212.95,16.45
0.15,5.69,117.54,319.63,2233.28,16.31
0.15,5.7,118.38,266.98,2249.18,16.66
0.15,5.69,119.4,278.51,2268.53,16.36
0.15,5.7,120.31,270.76,2285.9,16.21
0.15,5.7,121.27,279.69,2304.1,16.54
0.15,5.72,116.03,280.45,2320.66,16.26
0.15,5.69,117.05,270.74,2340.98,17.07
0.15,5.72,117.86,282.44,2357.21,16.54
0.15,5.69,118.75,299.5,2374.92,16.76
0.15,5.66,119.76,266.09,2395.25,15.73
0.15,5.67,120.6,279.34,2411.97,16.09
0.16,5.7,121.49,309.7,2429.84,16.6
0.16,5.72,122.31,273.56,2446.23,16.57
0.16,5.73,123.3,269.18,2466.07,16.68
0.16,5.76,124.08,271.99,2481.64,16.21
0.16,5.72,119.01,274.43,2499.18,16.29
0.16,5.75,119.75,271.39,2514.75,16.53
0.16,5.78,120.65,285.34,2533.61,17.28
0.16,5.8,121.34,272.99,2548.2,16.41
0.16,5.79,122.15,281.31,2565.08,16.7
0.18,5.78,123.07,270.31,2584.43,17.41
0.18,5.79,123.9,274.5,2601.97,16.68
0.18,5.75,124.75,284.65,2619.84,16.31
0.18,5.75,125.46,289.48,2634.75,16.78
0.18,5.8,120.54,272.96,2651.8,15.98
0.18,5.79,121.22,286.5,2666.89,16.87
0.18,5.79,122.17,266.11,2687.71,16.27
0.18,5.79,122.89,259.86,2703.61,16.24
0.18,5.84,123.71,309.5,2721.64,16.02
0.18,5.85,124.47,273.39,2738.36,16.58
0.18,5.88,125.27,265.95,2755.9,17.53
0.18,5.92,126.1,268.28,2774.1,15.93
0.18,5.91,126.85,262.24,2790.66,16.31
0.18,5.9,122.14,288.85,2809.18,16.26
0.18,5.9,122.85,288.88,2825.57,17.06
0.18,5.9,123.68,265.08,2844.59,16.51
0.18,5.9,124.41,285.89,2861.48,17.21
0.18,5.91,125.3,278.13,2881.8,16.72
0.18,5.94,125.99,270.04,2897.71,16.85
0.18,5.9,126.83,285.84,2917.05,16.65
0.18,5.95,127.66,270.16,2936.07,16.53
0.18,5.92,128.45,306.05,2954.43,15.49
0.18,5.96,123.88,278.35,2973.12,16.45
0.18,5.95,124.6,273.39,2990.33,16.55
0.18,6.02,125.48,281.86,3011.48,16.81
0.18,6.02,126.23,280.08,3029.51,16.33
0.18,6,127.08,271.08,3049.84,15.87
0.22,5.99,127.74,283.39,3065.74,17.4
0.22,6.01,128.59,276.88,3086.07,16.36
0.22,6.04,129.33,277.73,3103.94,16.49
0.22,6.02,130.1,277.36,3122.46,16.6
0.22,6.02,125.5,272.2,3137.38,16.63
0.22,5.98,126.24,270.33,3156.07,16.34
0.22,5.96,127.04,276.1,3175.9,16.79
0.22,5.95,127.68,273.68,3191.97,16.44
0.22,6.02,128.38,264.88,3209.51,16.02
0.22,6.01,129.08,315.28,3227.05,16.51
0.23,6.06,129.88,272.39,3247.05,16.81
0.23,6.03,130.48,277.89,3261.97,16.79
0.23,6.02,131.24,276.6,3280.98,16.31
0.23,6.02,126.88,273.55,3298.85,16.74
0.23,6.06,127.64,288.76,3318.53,16.56
0.23,6.05,128.23,269.75,3333.94,16.94
0.23,6.02,128.9,282.53,3351.31,17.01
0.23,6,129.61,272.6,3369.84,16.28
0.23,6,130.22,280.31,3385.74,16.08
0.25,5.96,130.9,271.78,3403.44,16.35
0.25,5.93,131.46,267.99,3417.87,15.62
0.25,5.98,132.18,281.11,3436.72,16.8
0.25,5.96,127.91,271.43,3453.44,17.18
0.25,5.94,128.61,282.86,3472.46,16.76
0.25,5.93,129.16,278.11,3487.21,16.27
0.25,5.98,129.84,270.4,3505.57,15.98
0.25,5.98,130.44,276.94,3521.8,16.8
0.25,6,131.14,282.8,3540.82,15.84
0.23,6.03,131.85,277.98,3560,17.35
0.23,5.97,132.6,279.53,3580.33,17.6
0.23,6,133.4,280.16,3601.8,17.49
0.23,5.97,129.46,265.61,3624.92,16.65
0.23,5.98,130.33,278.43,3649.34,16.73
0.23,5.96,131.34,268.84,3677.54,17.25
0.23,5.94,132.31,259.05,3704.75,16.92
0.23,5.92,133.34,273.06,3733.44,16.3
0.23,5.95,133.44,278.35,3736.23,17.16
0.23,5.97,134.18,277.41,3757.05,17.16
0.23,5.97,134.77,280.35,3773.61,17.05
0.23,6.01,130.76,269.58,3791.97,17.27
0.23,6,131.35,272.2,3809.02,16.74
0.23,5.97,132.04,278.01,3829.18,16.85
0.23,5.98,132.62,254.13,3845.9,16.88
0.23,6.01,133.37,270.11,3867.87,17.03
0.22,6.01,134.02,263.85,3886.72,17.18
0.22,5.97,134.72,274.93,3906.89,17.16
0.22,5.95,135.27,264.1,3922.95,17.17
0.22,5.93,135.94,280.63,3942.3,16.1
0.22,5.94,132.11,271.36,3963.28,17.09
0.22,5.94,132.68,279.71,3980.33,18.17
0.22,5.99,133.26,272.04,3997.71,16.88
0.22,5.97,133.77,265.89,4012.95,17.13
0.22,6.03,134.44,256.25,4033.12,16.99
0.19,6.01,134.99,265.44,4049.84,17.56
0.19,5.98,135.63,268.05,4068.85,17.04
0.19,5.96,136.19,278.25,4085.57,16.93
0.19,6,136.84,261.59,4105.08,17.47
0.19,6,132.96,246.35,4121.64,18.04
0.19,5.97,133.56,272.88,4140.49,17.93
0.19,5.94,134.18,265.2,4159.67,17.33
0.19,5.95,134.7,287.06,4175.74,16.7
0.19,5.93,135.3,253.63,4194.26,17.66
0.21,5.92,135.82,263.84,4210.33,17.45
0.21,5.96,136.37,268.83,4227.54,17.16
0.21,5.98,136.89,277.86,4243.61,17.95
0.21,5.97,137.51,258.45,4262.95,17.54
0.21,5.96,133.68,269.54,4277.87,17.41
0.21,5.98,134.24,280.23,4295.57,17.18
0.21,5.97,134.77,281.14,4312.62,17.59
0.21,6.03,135.36,247.65,4331.64,16.98
0.21,5.99,135.92,243.64,4349.51,17.95
0.21,6.01,136.4,276.73,4364.75,17.5
0.17,5.98,136.96,270.64,4382.79,17.51
0.17,5.94,137.58,241.93,4402.62,17.62
0.17,5.95,138.19,261.79,4422.13,18.61
0.17,5.94,134.5,270.6,4438.36,18.1
0.17,6,135.08,263.5,4457.54,18.56
0.17,5.98,135.7,261.98,4478.03,17.27
0.17,5.99,136.26,257.93,4496.56,17.79
0.17,5.98,136.73,278.54,4511.97,17.65
0.15,6,137.3,254.09,4530.82,17.57
0.15,6.01,137.84,261.7,4548.69,18.46
0.15,5.99,138.41,254.88,4567.54,17.76
0.15,5.94,138.94,255.78,4585.08,17.87
0.15,5.91,135.38,270.88,4602.95,17.98
0.15,5.95,136,267.13,4623.94,17.84
0.15,5.95,136.48,255.63,4640.33,17.9
0.15,5.93,137.03,254.28,4659.02,17.52
0.15,5.93,137.56,285.76,4677.05,17.48
0.14,5.97,138.14,264.49,4696.72,17.85
0.14,5.97,138.62,249.65,4713.12,17.5
0.14,5.99,139.22,270.96,4733.61,17.56
0.14,6.01,139.78,271.24,4752.46,18.03
0.14,6.01,136.37,263.03,4772.79,17.41
0.14,5.98,136.9,255.24,4791.48,17.64
0.14,5.98,137.38,277.35,4808.36,17.83
0.14,5.93,137.94,196.75,4828.03,21.11
0.14,5.94,138.28,39.26,4839.84,29.33
0.14,5.96,138.46,0,4846.23,0
0.15,5.94,138.59,0,4850.66,0
0.15,5.88,138.62,0,4851.8,0
0.15,5.9,138.67,0,4853.44,0
0.15,5.9,134.87,0,4855.41,0
0.15,5.9,134.88,0,4855.74,0
0.15,5.92,134.9,0,4856.23,0
0.15,5.94,134.9,0,4856.39,0
0.15,5.91,134.9,0,4856.56,0
0.15,5.88,134.91,0,4856.89,0
0.53,5.85,134.92,0,4857.05,0
0.53,5.88,134.92,0,4857.05,0
0.53,5.86,134.92,0,4857.05,0
0.53,5.79,131.27,0,4857.05,0
0.53,5.78,131.27,0,4857.05,0
0.53,5.7,131.27,0,4857.05,0
0.53,5.64,131.27,0,4857.05,0
0.53,5.53,131.27,0,4857.05,0
0.53,5.48,131.27,0,4857.05,0
1.23,5.34,131.27,0,4857.05,0
1.23,5.12,131.27,0,4857.05,0
1.23,4.89,131.27,0,4857.05,0
1.23,4.68,127.82,0,4857.05,0
1.23,4.41,127.82,0,4857.05,0
1.23,4.1,127.82,0,4857.05,0
1.23,3.68,127.82,0,4857.05,0
1.86,3.27,127.82,0,4857.05,0
1.86,3.15,127.82,0,4857.05,0
1.86,2.87,127.82,0,4857.05,0
1.86,2.62,127.82,0,4857.05,0
1.86,-0.02,124.54,0,4857.05,0
1.86,-0.03,124.54,0,4857.05,0
1.86,-0.03,124.54,0,4857.05,0
1.86,0,124.54,0,4857.05,0
1.86,-0.01,124.54,0,4857.05,0
2.4,0.02,124.54,0,4857.05,0
2.4,0.02,124.54,0,4857.05,0
2.4,0,124.54,0,4857.05,0
2.4,-0.01,124.54,0,4857.05,0
2.4,0.01,121.43,0,4857.05,0
2.4,-0.04,121.43,0,4857.05,0
2.4,0.01,121.43,0,4857.05,0
2.4,-0.05,121.43,0,4857.05,0
1.94,-0.01,0.04,0,1.31,0
1.94,0.03,0.04,0,1.31,0
1.94,-0.03,0.04,0,1.31,0
1.94,0.02,0.04,0,1.31,0
1.94,0.01,0.04,0,1.31,0
1.94,-0.01,0.04,0,1.31,0
1.95,0.02,0.04,0,1.31,0
1.95,0.02,1.31,0,1.31,0
1.95,0,1.31,0,1.31,0
1.95,-0.02,1.31,0,1.31,0
1.95,-0.02,1.31,0,1.31,0
1.95,-0.03,1.31,0,1.31,0
1.95,0.01,1.31,0,1.31,0
1.95,0,1.31,0,1.31,0
1.94,-0.01,1.31,0,1.31,0
1.94,0,0.66,0,1.31,0
1.94,-0.02,0.66,0,1.31,0
1.94,0.02,0.66,0,1.31,0
1.94,0.02,0.66,0,1.31,0
1.94,0,0.66,0,1.31,0
1.94,0.01,0.66,0,1.31,0
1.94,-0.03,0.66,0,1.31,0
1.92,-0.02,0.66,0,1.31,0
1.92,0,0.44,0,1.31,0
1.92,0,0.44,0,1.31,0
1.92,-0.03,0.44,0,1.31,0
1.92,-0.02,0.44,0,1.31,0
1.92,-0.01,0.44,0,1.31,0
1.92,0,0.44,0,1.31,0
1.92,0.01,0.44,0,1.31,0
1.92,0.01,0.44,0,1.31,0
1.92,0.02,0.44,0,1.31,0
1.92,0,0.44,0,1.31,0
1.92,0.01,0.33,0,1.31,0
1.92,0.02,0.33,0,1.31,0
1.92,0.01,0.33,0,1.31,0
1.92,0,0.33,0,1.31,0
1.92,0.01,0.33,0,1.31,0
1.92,-0.02,0.33,0,1.31,0
1.92,-0.01,0.33,0,1.31,0
1.92,-0.02,0.33,0,1.31,0
1.92,-0.01,0.33,0,1.31,0
1.92,-0.01,0.26,2.09,1.31,0.04
1.92,0.02,0.26,1.43,1.31,0.09
1.92,0.03,0.3,1.49,1.48,0.08
1.92,0,0.3,2.01,1.48,0.05
1.92,0,0.3,1.93,1.48,0.05
1.92,0.02,0.3,1.53,1.48,0.09
1.92,0.03,0.3,1.99,1.48,20.98
0.83,0,0.33,3.4,1.64,40.23
0.83,-0.02,0.43,3.96,2.13,40.23
0.83,-0.01,0.38,3.56,2.3,40.23
0.83,-0.01,0.46,88.5,2.79,40.23
0.83,-0.02,0.57,252.51,3.44,25.76
0.83,-0.01,0.6,182.26,3.61,20.34
0.83,-0.01,0.66,226.14,3.93,17.74
0.83,0,0.71,225.11,4.26,16.24
0.83,0,0.74,220.76,4.43,16.17
0.14,0.03,0.79,230.88,4.75,15.57
0.14,0.02,0.87,229.63,5.25,15.52
0.14,0,0.8,233.31,5.57,15.8
0.14,-0.01,0.94,241.86,6.56,16.08
0.14,0.01,1.01,217.08,7.05,16.46
0.14,2.72,1.01,226.51,7.05,15.89
0.14,3.11,1.01,231.18,7.05,16.35
0.14,3.56,1.05,211.78,7.38,16.42
0.14,3.94,1.05,227.9,7.38,16.07
-0.04,4.45,1.05,225.43,7.38,15.7
-0.04,4.89,1.05,229.23,7.38,16.15
-0.04,5.44,0.98,225.98,7.87,16.21
-0.04,5.88,0.98,232.76,7.87,15.96
-0.04,6.43,0.98,221.5,7.87,16.59
-0.04,6.89,0.98,238.33,7.87,15.42
-0.04,7.29,0.98,226.93,7.87,16.19
-0.04,7.72,1,233.29,8.03,16.25
-0.04,8.05,1.02,227.41,8.2,15.92
-0.04,8.43,1.02,227.2,8.2,15.92
-0.04,8.69,1.02,232.19,8.2,15.69
-0.04,8.95,0.91,231.86,8.2,16.25
-0.04,9.16,0.95,227.24,8.52,15.61
-0.04,9.34,0.97,218.38,8.69,16.89
-0.04,9.5,0.97,229.81,8.69,16.41
-0.04,9.66,0.97,219.45,8.69,16.6
-0.04,9.84,0.97,221.89,8.69,16.35
-0.04,9.9,0.98,220.05,8.85,16.16
-0.02,10.02,1,230.28,9.02,16.42
-0.02,10.06,1,225.9,9.02,16.73
-0.02,10.14,0.95,225.29,9.51,16.61
-0.02,10.15,0.97,223.3,9.67,16.74
-0.02,10.19,1,233.54,10,16.29
-0.02,10.2,1,226.56,10,15.88
-0.02,10.13,1,226.45,10,16.45
-0.02,10.13,1,220.23,10,16.33
0,10.02,1,226.5,10,16.59
0,10.01,0.92,224.85,10.16,16.93
0,9.92,0.92,221.74,10.16,16.88
0,9.82,0.94,236.28,10.33,16.23
0,9.75,0.94,236.76,10.33,16.5
0,9.65,0.94,226.54,10.33,16.82
0,9.53,0.94,230.9,10.33,16.59
0,9.4,0.94,230.63,10.33,16.67
0,9.29,0.94,231.88,10.33,16.56
0,9.14,0.94,231.73,10.33,16.13
0,8.98,0.86,241.43,10.33,16.23
0,8.87,0.86,243.76,10.33,16.23
0,8.75,0.86,234.74,10.33,16.22
0,8.65,0.86,224.76,10.33,16.33
0,8.47,0.86,235.53,10.33,16.09
0,8.33,0.86,222.48,10.33,16.46
0,8.19,0.9,243.61,10.82,16.39
0,8.05,0.96,242.03,11.48,15.78
0,7.92,0.98,219.74,11.8,16.87
0,7.79,1.01,232.64,12.13,16.5
0,7.68,0.95,226.99,12.3,16.57
0,7.52,0.96,240.1,12.46,16.3
0,7.42,0.96,233.29,12.46,16.49
0,7.28,0.96,230.91,12.46,16.18
0,7.2,0.97,237.1,12.62,16.23
0,7.08,0.98,231.43,12.79,16.22
0,7.03,1,236.4,12.95,16.11
0,6.9,1.01,234.84,13.11,16.61
0,6.83,1.01,237.48,13.11,16.11
0,6.77,0.94,230.55,13.11,16.47
0,6.7,0.94,239.8,13.11,16.13
0,6.63,0.94,242.61,13.11,16.03
0,6.55,0.95,234.1,13.28,16.31
0,6.48,0.97,242.58,13.61,16.12
0,6.44,1.01,248.71,14.1,16.45
0,6.38,1.01,231.1,14.1,16.25
0.06,6.28,1.01,247.44,14.1,15.9
0.06,6.25,1.01,238.85,14.1,16.35
0.06,6.23,0.95,232.99,14.26,16.49
0.06,6.19,0.95,230.16,14.26,16.63
0.06,6.15,0.97,235.78,14.59,16.3
0.06,6.13,0.98,227.29,14.75,16.41
0.06,6.1,0.98,231.86,14.75,16.62
0.06,6.08,0.99,237.49,14.92,16.36
0.06,6.04,0.99,227.44,14.92,16.42
0.07,6.01,1.01,227.59,15.08,16.48
0.07,5.98,1.04,240.68,15.57,15.52
0.07,5.94,0.99,248.44,15.9,16.73
0.07,5.91,1.02,235.09,16.39,16.75
0.07,5.92,1.08,254.73,17.21,16.13
0.07,5.92,1.1,252.49,17.54,17.17
0.07,5.89,1.13,222.71,18.03,17.3
0.07,5.87,1.18,245.83,18.85,16.79
0.07,5.88,1.19,237.23,19.02,16.28
0.06,5.86,1.19,228.85,19.02,16.68
0.06,5.85,1.19,235.48,19.02,16.42
0.06,5.86,1.12,224.54,19.02,17.1
0.06,5.82,1.12,52.5,19.02,35.91
0.06,5.79,1.12,0,19.02,0
0.06,5.76,1.14,0,19.34,0
0.06,5.8,1.15,0,19.51,0
0.06,5.79,1.16,0,19.67,0
0.06,5.77,1.18,0,20,0
0.04,5.75,1.19,0,20.16,0
0.04,5.77,1.2,0,20.33,0
0.04,5.77,1.13,0,20.33,0
0.04,5.79,1.13,0,20.33,0
0.04,5.77,1.13,0,20.33,0
0.04,5.79,1.13,0,20.33,0
0.04,5.76,1.13,0,20.33,0
0.04,5.76,1.13,0,20.33,0
0.04,5.7,1.13,0,20.33,0
0.55,5.71,1.13,0,20.33,0
0.55,5.72,1.13,0,20.33,0
0.55,5.7,1.07,0,20.33,0
0.55,5.6,1.07,0,20.33,0
0.55,5.56,1.07,0,20.33,0
0.55,5.48,1.07,0,20.33,0
0.55,5.39,1.07,0,20.33,0
0.55,5.27,1.07,0,20.33,0
0.55,5.16,1.07,0,20.33,0
1.01,4.97,1.07,0,20.33,0
1.01,4.75,1.07,0,20.33,0
1.01,4.53,1.02,0,20.33,0
1.01,4.28,1.02,0,20.33,0
1.01,3.96,1.02,0,20.33,0
1.01,3.65,1.02,0,20.33,0
1.01,3.33,1.02,0,20.33,0
1.01,2.99,1.02,0,20.33,0
1.36,2.68,1.02,0,20.33,0
1.36,2.64,1.02,0,20.33,0
1.36,-0.01,0.97,0,20.33,0
1.36,0.03,0.97,0,20.33,0
1.36,0.02,0.97,0,20.33,0
1.36,0,0.97,0,20.33,0
1.36,-0.01,0.97,0,20.33,0
1.36,0.03,0.97,0,20.33,0
1.36,0.02,0.97,0,20.33,0
1.36,0.01,0.97,0,20.33,0
1.58,0,0.97,0,20.33,0
1.58,-0.01,0.92,0,20.33,0
1.58,-0.01,0.92,0,20.33,0
-0.05,0,0.52,0,20.49,0
-0.05,-0.01,0.52,0,21.31,0
-0.05,0,0.52,0,22.62,0
-0.05,-0.01,0.52,0,23.93,0
-0.05,0,0.52,0,25.08,0
-0.05,-0.01,0.52,0,26.07,0
-0.05,0,0.52,0,26.72,0
-0.05,0.01,0.52,0,26.89,0
-0.05,-0.03,27.21,0,27.21,0
-0.05,0.03,27.38,0,27.38,0
-0.05,0.03,27.38,0,27.38,0
-0.05,-0.03,27.54,0,27.54,0
-0.05,-0.01,27.7,0,27.7,0
-0.05,-0.01,28.03,0,28.03,0
-0.05,0,28.03,0,28.03,0
-0.05,0,28.03,0,28.03,0
-0.05,-0.03,14.02,0,28.03,0
-0.05,0,14.02,0,28.03,0
-0.05,0,14.02,0,28.03,0
-0.05,0,14.02,0,28.03,0
-0.05,0,14.02,0,28.03,0
-0.05,0.02,14.02,0,28.03,0
-0.05,0,14.02,0,28.03,0
-0.05,0,14.02,0,28.03,0
-0.06,0,14.02,0,28.03,0
-0.06,0,9.34,0,28.03,0
-0.06,-0.01,9.34,0,28.03,0
-0.06,0,9.34,0,28.03,0
-0.06,-0.02,9.34,0,28.03,0
-0.06,-0.03,9.34,0,28.03,0
-0.06,-0.01,9.34,0,28.03,0
-0.06,0.01,9.34,0,28.03,0
-0.06,0.01,9.34,0,28.03,0
-0.06,0,9.34,0,28.03,0
-0.05,0.01,9.34,0,28.03,0
-0.05,0.02,7.01,0,28.03,0
-0.05,0.03,7.01,0,28.03,0
-0.05,0,7.01,0,28.03,0
-0.05,0,7.01,0,28.03,0
-0.05,-0.02,7.01,0,28.03,0
-0.05,-0.01,7.01,0,28.03,0
-0.05,-0.02,7.01,0,28.03,0
-0.05,-0.01,7.01,0,28.03,0
-0.05,-0.01,7.01,0,28.03,0
-0.05,0.02,5.61,0.91,28.03,0.08
-0.05,0.03,5.61,0.88,28.03,0.07
-0.05,0,5.77,1.36,28.85,0.05
-0.05,0,5.93,1.43,29.67,0.05
-0.05,0.02,6,0.99,30,0.08
-0.05,0.02,6.03,0.88,30.16,0.08
-0.05,0,6.07,1.55,30.33,10.81
-0.05,0,6.26,2.53,31.31,40.23
-0.05,-0.03,6.62,3.13,33.11,40.23
-0.05,-0.02,5.66,2.75,33.93,40.23
-0.05,-0.01,5.68,67.79,34.1,40.23
-0.05,0,6.83,142.79,40.98,29.74
-0.05,0,8.17,164.1,49.02,22.9
-0.05,-0.01,9.51,76.45,57.05,30.96
-0.05,-0.01,10.87,61.75,65.25,25.58
-0.05,0,12.24,94.28,73.44,23.97
-0.05,0,13.61,132.65,81.64,22.33
-0.04,0.01,14.95,160.99,89.67,19.75
-0.04,0.02,13.89,145.99,97.21,19.42
-0.04,0,15.2,112.78,106.39,20.87
-0.04,-0.03,16.44,118.25,115.08,20.3
-0.04,-0.03,17.47,147.7,122.3,18.74
-0.04,-0.01,18.9,133.39,132.3,19.52
-0.04,-0.01,20,130.1,140,19.6
-0.04,-0.03,21.26,145.03,148.85,18.22
-0.04,-0.03,22.27,146.91,155.9,18.38
-0.03,-0.01,23.56,138.9,164.92,19.14
-0.03,0.01,21.72,111.44,173.77,19.7
-0.03,0.01,22.75,126.11,181.97,18.81
-0.03,0.01,23.71,143.53,189.67,19.17
-0.03,0,24.8,132.38,198.36,19.07
-0.03,-0.04,25.88,124.53,207.05,19.49
-0.03,-0.03,26.86,125.31,214.92,19.58
-0.03,0,27.99,133.54,223.93,19.81
-0.03,-0.02,29,124.01,231.97,20.57
-0.05,0,30.08,116.44,240.66,20.83
-0.05,0,27.63,136.06,248.69,20.71
-0.05,0.02,28.63,121.21,257.7,21.22
-0.05,0.01,29.49,124.46,265.41,20.93
-0.05,0,30.51,116.71,274.59,21.08
-0.05,0,31.37,132.61,282.3,21.2
-0.05,0,32.37,123.35,291.31,20.74
-0.05,0,33.39,126.04,300.49,21.1
-0.05,-0.01,34.39,128.86,309.51,20.31
-0.05,-0.02,35.25,137.06,317.21,20.11
-0.05,-0.02,32.62,127.1,326.23,20.45
-0.05,-0.01,33.36,125.21,333.61,20.43
-0.05,-0.01,34.21,124.51,342.13,20.67
-0.05,0.03,35.15,142.16,351.48,19.66
-0.05,0.02,35.92,120.64,359.18,21.15
-0.05,0,36.74,130.44,367.38,20.95
-0.05,0,37.54,135.51,375.41,20.82
-0.05,0.03,38.56,118.91,385.57,20.69
-0.05,0.02,39.28,121.7,392.79,20.63
-0.05,0,36.54,121.83,401.97,20.73
-0.05,0,37.32,140.01,410.49,20.51
-0.05,-0.02,38.14,135.69,419.51,19.55
-0.05,-0.02,38.85,117.91,427.38,21.17
-0.05,-0.02,39.72,121.76,436.89,21.07
-0.05,0,40.55,137.9,446.07,20.04
-0.05,0,41.27,135.44,453.93,20.25
-0.05,0.02,42.07,128.49,462.79,20.18
-0.05,0.02,42.8,122.8,470.82,21.17
-0.05,0.01,40.08,128.2,480.98,20.31
-0.05,0.01,40.74,133.66,488.85,20.41
-0.05,0.02,41.45,127.96,497.38,20.46
-0.05,0.01,42.08,143.19,504.92,20.12
-0.05,0,42.86,125.94,514.26,19.9
-0.05,-0.01,43.5,122.75,521.97,20.47
-0.05,-0.04,44.19,127.34,530.33,20.03
-0.05,0,44.92,124.21,539.02,20.43
-0.05,-0.01,45.59,140.9,547.05,19.72
-0.05,0.01,42.75,135.29,555.74,20.61
-0.05,0,43.3,109.41,562.95,21.17
-0.05,-0.01,43.93,125.99,571.15,21.31
-0.05,-0.01,44.51,126.55,578.69,20.75
-0.05,0.02,45.23,136.16,588.03,20.01
-0.05,0.01,45.83,129.6,595.74,19.87
-0.05,0,46.49,109.64,604.43,21.49
-0.05,0,47.05,120.51,611.64,21.46
-0.05,0,47.76,133.03,620.82,22.05
-0.06,-0.03,45.01,145.15,630.16,21.9
-0.06,-0.04,45.55,138.26,637.71,21.72
-0.06,-0.01,46.17,125.78,646.39,21.2
-0.06,-0.02,46.77,117.35,654.75,21.54
-0.06,-0.01,47.48,139.34,664.75,19.97
-0.06,-0.03,48,141.55,671.97,19.77
-0.06,-0.01,48.63,145.15,680.82,20.53
-0.06,-0.02,49.2,114.25,688.85,21.79
-0.06,0.01,49.82,128.46,697.54,20.98
-0.05,0.01,50.43,135.41,706.07,20.36
-0.05,0.02,47.68,136.44,715.25,20.62
-0.05,-0.01,48.3,119.9,724.43,21.31
-0.05,0.02,48.96,131.55,734.43,20.54
-0.05,0,49.7,147.39,745.57,19.85
-0.05,-0.03,50.48,125.88,757.21,20.64
-0.05,-0.02,51.31,128.41,769.67,21.51
-0.05,0,51.5,136.59,772.46,21.56
-0.05,-0.02,52.01,139.24,780.16,21.8
-0.05,-0.01,49.38,142.41,790,22.18
-0.05,0.03,49.92,141.34,798.69,22.12
-0.05,0.02,50.35,133.36,805.57,20.85
-0.05,0,50.94,126.09,815.08,20.58
-0.05,0,51.44,145.76,823.11,19.12
-0.05,-0.02,51.95,123.8,831.15,20.41
-0.05,-0.01,52.42,111.59,838.69,21.43
-0.05,0.01,53.01,140.48,848.2,19.89
-0.04,0,53.45,138.85,855.25,20.3
-0.04,-0.02,50.77,120.98,863.11,21.34
-0.04,-0.03,51.25,123.68,871.31,21.49
-0.04,-0.01,51.76,132.75,879.84,20.66
-0.04,-0.02,52.14,130.04,886.39,21.12
-0.04,0,52.67,147.78,895.41,20.03
